empty-32-32,0.8,0.1,3,6,7,0.70721,0.70029,2e-05,1,87
empty-32-32,0.8,0.1,3,6,8,0.10465,0.09543,1e-05,1,66
empty-32-32,0.8,0.1,3,6,9,0.13286,0.1242,0.00013,1,76
empty-32-32,0.8,0.1,3,6,10,0.09989,0.09372,2e-05,1,61
empty-32-32,0.8,0.1,3,20,1,3.24358,3.23334,2e-05,1,278
empty-32-32,0.8,0.1,3,20,2,3.3084,3.27665,4e-05,1,215
empty-32-32,0.8,0.1,3,20,3,3.20074,3.19145,2e-05,1,239
empty-32-32,0.8,0.1,3,20,4,3.19232,3.18264,2e-05,1,178
empty-32-32,0.8,0.1,3,20,5,3.2171,3.20379,2e-05,1,263
empty-32-32,0.8,0.1,3,20,6,3.21582,3.20622,3e-05,1,288
empty-32-32,0.8,0.1,3,20,7,3.19605,3.18094,3e-05,1,199
empty-32-32,0.8,0.1,3,20,8,3.22503,3.23367,3e-05,1,297
empty-32-32,0.8,0.1,3,20,9,3.27836,3.26625,5e-05,1,264
empty-32-32,0.8,0.1,3,20,10,3.25873,3.24544,3e-05,1,174
empty-32-32,0.8,0.1,3,6,1,0.13804,0.12938,0.0,1,83
empty-32-32,0.8,0.1,3,6,2,0.25095,0.24346,0.0,1,73
empty-32-32,0.8,0.1,3,6,3,0.30495,0.28499,1e-05,1,78
empty-32-32,0.8,0.1,3,6,4,0.1239,0.11623,0.0,1,69
empty-32-32,0.8,0.1,3,6,5,0.17022,0.16219,1e-05,1,61
empty-32-32,0.8,0.1,3,6,6,0.10999,0.10156,0.0,1,82
empty-32-32,0.8,0.1,3,6,7,0.55765,0.5502,0.0,1,87
empty-32-32,0.8,0.1,3,6,8,0.32005,0.29485,1e-05,1,66
empty-32-32,0.8,0.1,3,6,9,0.26084,0.24845,0.0,1,76
empty-32-32,0.8,0.1,3,6,10,0.3088,0.3018,0.0,1,61
empty-32-32,0.8,0.1,3,20,1,3.18159,3.17327,1e-05,1,278
empty-32-32,0.8,0.1,3,20,2,3.20435,3.19458,1e-05,1,215
empty-32-32,0.8,0.1,3,20,3,3.22289,3.21435,0.0,1,239
empty-32-32,0.8,0.1,3,20,4,3.23101,3.2232,0.0,1,178
empty-32-32,0.8,0.1,3,20,5,3.25309,3.2313,1e-05,1,217
empty-32-32,0.8,0.1,10,20,1,3.2064,3.19414,3e-05,1,212
empty-32-32,0.8,0.1,3,6,1,0.42558,0.39108,1e-05,1,83
empty-32-32,0.8,0.1,3,6,2,1.13382,1.12062,0.0,1,73
empty-32-32,0.8,0.1,3,6,3,1.06588,1.06489,1e-05,1,78
empty-32-32,0.8,0.1,3,6,4,0.16089,0.14627,0.0,1,69
empty-32-32,0.8,0.1,3,6,5,0.26256,0.24006,1e-05,1,61
empty-32-32,0.8,0.1,3,6,6,0.33413,0.32792,1e-05,1,82
empty-32-32,0.8,0.1,3,6,7,0.17,0.16053,2e-05,1,87
empty-32-32,0.8,0.1,3,6,8,0.23282,0.2258,1e-05,1,66
empty-32-32,0.8,0.1,3,6,9,0.10737,0.09893,1e-05,1,76
empty-32-32,0.8,0.1,3,6,10,0.10433,0.09644,1e-05,1,61
empty-32-32,0.8,0.1,3,6,11,0.17396,0.16641,1e-05,1,46
empty-32-32,0.8,0.1,3,6,12,0.27032,0.26279,0.0,1,82
empty-32-32,0.8,0.1,3,6,13,0.10823,0.10218,0.0,1,56
empty-32-32,0.8,0.1,3,6,14,0.25449,0.24639,0.0,1,60
empty-32-32,0.8,0.1,3,6,15,0.1606,0.15366,1e-05,1,81
empty-32-32,0.8,0.1,3,6,16,0.26939,0.25925,1e-05,1,76
empty-32-32,0.8,0.1,3,6,17,0.25452,0.23233,1e-05,1,95
empty-32-32,0.8,0.1,3,6,18,1.09767,1.08061,1e-05,1,82
empty-32-32,0.8,0.1,3,6,19,0.34509,0.33605,1e-05,1,77
empty-32-32,0.8,0.1,3,6,20,0.27712,0.25939,1e-05,1,97
empty-32-32,0.8,0.1,3,6,21,0.47175,0.44443,1e-05,1,79
empty-32-32,0.8,0.1,3,6,22,0.13495,0.12196,0.0,1,69
empty-32-32,0.8,0.1,3,6,23,0.161,0.13059,1e-05,1,50
empty-32-32,0.8,0.1,3,6,24,1.8857,1.87385,1e-05,1,102
empty-32-32,0.8,0.1,3,6,25,0.41503,0.40513,1e-05,1,75
empty-32-32,0.8,0.1,3,6,26,0.12823,0.12015,1e-05,1,66
empty-32-32,0.8,0.1,3,6,27,0.16568,0.15872,1e-05,1,60
empty-32-32,0.8,0.1,3,6,28,0.11518,0.10777,3e-05,1,102
empty-32-32,0.8,0.1,3,6,29,0.18634,0.18113,0.00022,1,88
empty-32-32,0.8,0.1,3,6,30,0.24078,0.23112,1e-05,1,55
empty-32-32,0.8,0.1,3,20,1,3.28925,3.26849,1e-05,1,278
empty-32-32,0.8,0.1,3,20,2,3.3804,3.37084,2e-05,1,215
empty-32-32,0.8,0.1,3,20,3,3.34772,3.30549,2e-05,1,239
empty-32-32,0.8,0.1,3,20,4,3.33411,3.31953,7e-05,1,213
empty-32-32,0.8,0.1,3,20,5,3.19993,3.1893,1e-05,1,215
empty-32-32,0.8,0.1,10,20,1,3.26082,3.25168,3e-05,1,212
empty-32-32,0.8,0.1,10,20,1,3.29405,3.27791,2e-05,1,212
empty-32-32,0.8,0.1,10,20,1,7.01348,7.00315,2e-05,1,233
empty-32-32,0.8,0.1,10,20,1,3.25822,3.24585,1e-05,1,212
empty-32-32,0.8,0.1,10,20,2,20.81018,20.79895,2e-05,2,231
empty-32-32,0.8,0.1,10,20,1,3.28794,3.27682,1e-05,1,212
empty-32-32,0.8,0.1,10,20,2,10.85251,10.83821,2e-05,2,248
empty-32-32,0.8,0.1,10,20,3,6.63929,6.62733,4e-05,2,206
empty-32-32,0.8,0.1,10,20,4,3.3004,3.2903,0.0,1,225
empty-32-32,0.8,0.1,10,20,5,7.79653,7.78586,1e-05,1,196
empty-32-32,0.8,0.1,10,20,6,6.57844,6.56524,1e-05,1,147
empty-32-32,0.8,0.1,10,20,1,3.44333,3.42159,2e-05,1,212
empty-32-32,0.8,0.1,10,20,2,3.41292,3.39778,2e-05,1,276
empty-32-32,0.8,0.1,10,20,1,3.42425,3.41178,2e-05,1,212
empty-32-32,0.8,0.1,10,20,2,17.85648,17.83688,3e-05,2,235
empty-32-32,0.8,0.1,10,20,3,6.45388,6.44324,4e-05,2,186
empty-32-32,0.8,0.1,10,20,4,3.33731,3.32846,3e-05,1,225
empty-32-32,0.8,0.1,10,20,5,3.39262,3.38122,4e-05,1,162
empty-32-32,0.8,0.1,10,20,6,6.58235,6.56213,1e-05,1,147
empty-32-32,0.8,0.1,10,20,7,,,,,
empty-32-32,0.8,0.1,10,20,8,3.26609,3.25101,2e-05,1,177
empty-32-32,0.8,0.1,10,20,9,4.27878,4.26891,4e-05,2,186
empty-32-32,0.8,0.1,10,20,10,3.32223,3.31306,3e-05,1,208
empty-32-32,0.8,0.1,10,20,1,10.62046,10.60311,3e-05,1,143
