empty-32-32,0.8,0.1,10,20,1,0.5631,0.5379,5e-05,1,102
empty-32-32,0.8,0.1,10,30,1,2.11142,2.09869,1e-05,1,124
empty-32-32,0.8,0.1,10,40,1,3.02257,3.00636,1e-05,1,403
empty-32-32,0.8,0.1,10,50,1,7.07127,7.05834,1e-05,1,358
empty-32-32,0.8,0.1,10,20,1,0.96342,0.95188,1e-05,1,102
empty-32-32,0.8,0.1,10,20,1,0.68913,0.67882,2e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.68879,0.66343,3e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.39771,0.39101,1e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.95729,0.94111,2e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.64946,0.63651,1e-05,1,104
empty-32-32,0.8,0.1,10,20,1,1.81817,1.81299,2e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.39527,0.38915,1e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.47252,0.4611,5e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.43151,0.42516,2e-05,1,104
empty-32-32,0.8,0.1,10,20,1,1.88661,1.87278,1e-05,1,104
empty-32-32,0.8,0.1,10,20,1,0.50851,0.49768,0.0,1,104
empty-32-32,0.8,0.1,10,20,1,1.57635,1.56213,0.0,1,206
empty-32-32,0.8,0.1,10,20,1,1.59616,1.5867,2e-05,1,215
empty-32-32,0.8,0.1,10,20,1,1.20238,1.18713,1e-05,1,215
empty-32-32,0.8,0.1,10,20,1,1.16148,1.15388,2e-05,1,215
empty-32-32,0.8,0.1,10,30,1,5.66937,5.65769,1e-05,1,171
empty-32-32,0.8,0.1,10,20,1,4.64279,4.61626,0.0,1,143
empty-32-32,0.8,0.1,10,20,1,3.36184,3.35285,2e-05,1,215
empty-32-32,0.8,0.1,10,20,1,3.15375,3.14626,1e-05,1,143
empty-32-32,0.8,0.1,10,20,1,3.15134,3.14039,2e-05,1,158
empty-32-32,0.8,0.1,10,20,1,3.1747,3.16622,2e-05,1,158
empty-32-32,0.8,0.1,10,20,1,3.17914,3.17109,3e-05,1,158
empty-32-32,0.8,0.1,10,20,1,3.15791,3.14602,0.0,1,158
empty-32-32,0.8,0.1,10,20,1,3.15395,3.14069,0.0,1,158
empty-32-32,0.8,0.1,10,20,1,3.17728,3.16447,2e-05,1,158
empty-32-32,0.8,0.1,10,20,2,6.3961,6.38848,3e-05,2,177
empty-32-32,0.8,0.1,10,20,3,3.21323,3.20486,1e-05,1,140
empty-32-32,0.8,0.1,10,20,4,3.21407,3.20615,2e-05,1,150
empty-32-32,0.8,0.1,10,20,5,3.15772,3.14908,2e-05,1,126
empty-32-32,0.8,0.1,3,6,1,0.11158,0.08435,1e-05,1,83
empty-32-32,0.8,0.1,3,6,2,0.34123,0.33608,2e-05,1,73
empty-32-32,0.8,0.1,3,6,3,0.20822,0.18748,3e-05,1,78
empty-32-32,0.8,0.1,3,6,4,0.31866,0.30306,3e-05,1,69
empty-32-32,0.8,0.1,3,6,5,0.12784,0.11813,1e-05,1,61
empty-32-32,0.8,0.1,3,6,6,0.33181,0.32393,2e-05,1,82
empty-32-32,0.8,0.1,3,6,7,0.16013,0.15373,3e-05,1,87
empty-32-32,0.8,0.1,3,6,8,0.6211,0.61369,1e-05,1,66
empty-32-32,0.8,0.1,3,6,1,0.22709,0.20554,0.0,1,83
empty-32-32,0.8,0.1,3,6,2,0.76997,0.76345,0.0,1,73
empty-32-32,0.8,0.1,3,6,3,0.13468,0.12843,0.0,1,78
empty-32-32,0.8,0.1,3,6,1,0.93879,0.91956,1e-05,1,83
empty-32-32,0.8,0.1,3,6,2,0.47966,0.44576,0.00013,1,73
empty-32-32,0.8,0.1,3,6,3,0.22049,0.20771,7e-05,1,78
empty-32-32,0.8,0.1,3,6,4,0.51641,0.50647,1e-05,1,69
empty-32-32,0.8,0.1,3,6,5,0.31214,0.30285,1e-05,1,61
empty-32-32,0.8,0.1,3,6,1,0.11779,0.11123,1e-05,1,83
empty-32-32,0.8,0.1,3,6,2,0.19209,0.18646,2e-05,1,73
empty-32-32,0.8,0.1,3,6,3,0.17343,0.1641,2e-05,1,78
empty-32-32,0.8,0.1,3,6,1,0.56072,0.5527,1e-05,1,83
empty-32-32,0.8,0.1,3,6,2,0.14771,0.13954,1e-05,1,73
empty-32-32,0.8,0.1,3,6,3,0.28086,0.27531,1e-05,1,78
empty-32-32,0.8,0.1,3,6,4,0.93552,0.92524,1e-05,1,69
empty-32-32,0.8,0.1,3,6,5,0.40373,0.37355,1e-05,1,61
empty-32-32,0.8,0.1,3,6,6,0.33847,0.33045,1e-05,1,82
empty-32-32,0.8,0.1,3,6,7,0.18971,0.17905,0.0,1,87
empty-32-32,0.8,0.1,3,6,8,0.19001,0.18187,0.0,1,66
empty-32-32,0.8,0.1,3,6,9,0.14764,0.13783,0.0,1,76
empty-32-32,0.8,0.1,3,6,10,1.47263,1.46271,0.0,1,61
empty-32-32,0.8,0.1,3,20,1,3.19707,3.19265,2e-05,1,237
empty-32-32,0.8,0.1,3,6,1,0.11197,0.10139,2e-05,1,83
empty-32-32,0.8,0.1,3,6,2,0.25769,0.25206,1e-05,1,73
empty-32-32,0.8,0.1,3,6,3,0.70454,0.69457,2e-05,1,78
empty-32-32,0.8,0.1,3,6,4,0.15977,0.15065,1e-05,1,69
empty-32-32,0.8,0.1,3,6,5,0.281,0.27547,2e-05,1,61
empty-32-32,0.8,0.1,3,6,6,0.13525,0.12745,1e-05,1,82
